name,category,subcategory,address,phone,rating,reviews,website,profileUrl,placeId,verified,claimEmail
Grilling Hut Express,Restaurants,,"4046 Confederation Pkwy, Mississauga, ON L5B 0J6, Canada",(437) 568-4046,5,318,,https://mississaugainsider.ca/directory/restaurants/grilling-hut-express-lcs95q/,ChIJcduuIwdHK4gRZLSWrlrr7l0,no,
Swiss Chalet,Restaurants,,"6677 Meadowvale Town Centre Cir #22B, Mississauga, ON L5N 2R5, Canada",(416) 614-2502,4.9,4758,https://www.swisschalet.com/en/locations/on/mississauga/6677-meadowvale-town-centre-circle-22b,https://mississaugainsider.ca/directory/restaurants/swiss-chalet-dg8hov/,ChIJLToIVABrK4gRUywhas3yrhI,no,
Delhi Momos - Malton,Restaurants,,"3427 Derry Rd E Unit 112, Mississauga, ON L4T 4H7, Canada",(416) 417-8512,4.9,2197,http://www.delhimomos.ca/,https://mississaugainsider.ca/directory/restaurants/delhi-momos-malton-mumj3t/,ChIJKexsXfE7K4gR0CTaTdzGw_M,no,
Tandoori House Grill and Bar,Restaurants,,"7270 Torbram Rd Unit 7A, Mississauga, ON L4T 3Y7, Canada",(905) 405-9989,4.9,1685,https://tandoorihousegrillandbar.com/,https://mississaugainsider.ca/directory/restaurants/tandoori-house-grill-and-bar-fpr97q/,ChIJ01lfi30_K4gRRy5Cce_hXyU,no,
Soranno's,Restaurants,,"341 Lakeshore Rd E, Mississauga, ON L5G 1E7, Canada",(905) 990-6746,4.9,1345,https://www.sorannosrestaurant.com/,https://mississaugainsider.ca/directory/restaurants/soranno-s-k8a3gx/,ChIJNZuqSBJHK4gRSUQubz5k0aE,no,
Varalakshmi Vegetarian Malton,Restaurants,,"Westwood Mall 2nd floor food Court, 7205 Goreway Dr, Mississauga, ON L4T 0B4, Canada",(905) 293-9666,4.9,356,https://www.vrvegetarians.com/,https://mississaugainsider.ca/directory/restaurants/varalakshmi-vegetarian-malton-98mmwe/,ChIJJa4kTT47K4gRBp7K0ZbBffE,no,
Misafir Restaurant - Lounge Mississauga,Restaurants,,"265 Enfield Pl Unit R100C&D, Mississauga, ON L5B 3Y7, Canada",(905) 270-0005,4.9,316,http://www.misafirlounge.ca/,https://mississaugainsider.ca/directory/restaurants/misafir-restaurant-lounge-mississauga-n7hhkc/,ChIJfbN7p3FHK4gRDg5wKt3vh6o,no,
MS Bar & Kitchen,Restaurants,,"7071 Airport Rd Unit 2A & 3, Mississauga, ON L4T 4J3, Canada",(905) 673-8100,4.9,272,,https://mississaugainsider.ca/directory/restaurants/ms-bar-and-kitchen-xrmhmz/,ChIJkYvZ9-s7K4gR25DYbUqcYFY,no,
My Secret Kitchen - Italian & Portuguese Catering & Take-out,Restaurants,,"316 Lakeshore Rd E, Mississauga, ON L5G 1H4, Canada",(905) 990-2057,4.9,207,https://mysecretkitchen.ca/,https://mississaugainsider.ca/directory/restaurants/my-secret-kitchen-italian-and-portuguese-catering-and-take-o-jlsn0i/,ChIJ47KXLxZGK4gR-fqzHYWm7y0,no,
CHICKFLIX,Restaurants,,"129-B Lakeshore Rd E, Mississauga, ON L5G 1E5, Canada",(905) 271-7776,4.9,130,https://chickflix.ca/,https://mississaugainsider.ca/directory/restaurants/chickflix-k5noyn/,ChIJhYFy4zlHK4gRHNc7dDqq4Ns,no,
